,도서명,저자,출판사,발행년도
191608,어린이 전문사서의 도서관서비스 ,로젠 체르니;페니 미키;아만다 월리엄스 지음 ;김경혜 옮김,,2009
191670,유치원 운영관리,조양자,,1999
191785,Cassell's Latin-English English-Latin Dictionary ,by D.P. Simpson,,1990
191798,인 디 에어,제이슨 라이트먼 감독,,2010
191800,발렌타인 데이,게리 마샬 감독,,2010
191801,미스터 이빨요정,마이클 렘벡 감독,,2010
191802,무법자,김철한 감독,,2010
191808,허트 로커,캐서린 비글로우 감독,,2010
191809,하늘에서 음식이 내린다면,필 로드;크리스 밀러 감독,,2010
191810,퍼시 잭슨과 번개도둑,크리스 콜럼버스 감독,,2010
191813,아바타,제임스 카메론 감독,,2010
191814,셜록 홈즈,가이 리치 감독,,2010
191816,괴물들이 사는 나라,스파이크 존즈 감독,,2010
191817,500일의 썸머,마크 웹 감독,,2010
192036,(한눈에 훑어보는) 축구전략의 역사,이수열 지음,,2010
192211,해양환경의 이해 =Understanding marine environments ,이창복 지음,,2010
192452,大學章句集註 中庸章句集註 :朱熹 章句 集註 原文 懸吐 讀解 ,金東求 改訂 校閱,,2010
192478,구스타브 쿠르베의 잠 =Gustave Courbet sleepers :강송화 단편소설집 ,강송화 지음,,2010
192525,대지 ,펄 S. 벅 지음 ;조인희 옮김,,2010
192753,(The) Chronicle of Manchwidang ,Kim Moon Soo;translated by Chun Kyung-Ja,,2003
192770,Rust ,by Yang Gui-ja;translated by Ahn Jung-hyo;Steven D. Capener,,2002
192771,Photo shop murder ,by Kim Young-Ha;translated by Jason Rhodes,,2003
192772,My innocent uncle ,by Ch'ae Man-Shik;translated by Bruce Fulton ... [et al.],,2003
192774,Deep blue night ,by Choe In-ho;translated by Bruce Fulton;Ju-Chan Fulton,,2002
192775,Chinatown ,by Oh Jung Hee;trnaslated by Bruce Fulton;Ju-Chan Fulton,,2003
192776,Between heaven and earth ,by Yun daenyeong;translated by Kim Sul Ja,,2002
192777,(An) Appointment with my brother ,by Yi Mun-Yol;translated by Suh Ji-moom,,2002
192778,(A) Man ,by Hwang Soon-won;translated by Bruce Fulton;Ju-chan Fulton,,2003
192796,(The) First tycoon :(The) Epic life of Cornelius Vanderbilt ,by T. J. Stiles,,2010
192800,When you reach me ,by Rebecca Stead,,2009
192801,(The) Museum of innocence ,by Orhan Pamuk;translated from the Turkish by Maureen Freely,,2009
192812,(DreamWorks) Shrek forever after ,by Lauren Alexander,,2010
192833,Whiplash ,by Catherine Coulter,,2010
193188,베이욜라 신명기 ,티모 베이욜라 지음 ;원진희 옮김,,2010
193450,디자인과 시각 커뮤니케이션 ,브루노 무나리 지음 ;노성두 옮김,,2008
193583,불편한 진실 :앨 고어의 긴급 환경 리포트 ,앨 고어 지음 ;김명남 옮김,,2008
193643,はざ木 ,捧賢一 著,,2009
193654,白いツツジ :「乾電池王」屋井先?の生涯  ,上山明博 著,,2009
193655,酒? ,齊藤達也 著,,2009
193660,棚田 =Rice terraces in Japna :日本の名景 :日本の棚田百選 ,森田敏隆 著,,2009
193661,荒木?惟ト?キョ??アルキ ,荒木?惟 著,,2009
193666,美學つねづねぐさ ,神林恒道 著,,2009
193669,農仕事四季のかがやき :橋本紘二??集 ,橋本紘二 著,,2009
193673,雪崩のはなし ,新潟雪崩硏究會 監修,,2008
193676,2025年の新潟を展望する :新潟をめぐる7つの課題 ,田村秀 著,,2009
193679,良?のことば :こころと書 ,立松和平 著,,2009
193681,(新潟) 大人の遠足 兼續を步く :ふらり?ままに ,新潟日報事業社 [編],,2009
193683,火焰土器の國 新潟 ,新潟縣立歷史博物館 編著,,2009
193693,"(Getting to know) ArcGIS desktop :basics of ArcView, ArcEditor, and Arcinfo ",by Tim Ormsby;Eileen Napoleon;Robert Burke;Carolyn Groessl;Laura Feaster,,2004
194281,(4대문명으로 만나는) 과학교과서 ,과학노리 글,,2010
194282,(영화관에서 만나는) 과학교과서 ,과학노리 글,,2010
194407,서양 건축사 =(A) Concise history of western architecture ,진경돈 편저,,2010
194435,한국어-스페인어-영어 주제어 포켓 단어장 ,조경호 편저,,2010
194576,책으로 뒤덮인 집의 비밀 ,N.E. 보드 지음 ;피터 퍼거슨 그림 ;김지현 옮김,개암나무,2010
195324,(최신)자기 공명 영상학,이성우 외편,麗文閣,1998
195423,현대음악기보법=Contemporary music notation,박은선 저,,2003
195606,(우리강산 푸르게 푸르게 25년으로 본) 기업의 사회적 책임활동(CSR) 10계명 ,신강균 지음,,2008
195786,(이희태 건축론)감각의 깊이,정인하 지음,,2003
195809,의존문법의 이해,칼레비 타르바이넨 저;이점출 역,,2003
195961,포스트 그래드,비키 젠슨 감독,,2010
195962,요가학원,윤재연 감독,,2010
195966,눈에는 눈 이에는 이,곽경택;안권태 감독,,2008
195970,행복한 상상,캐리 커크패트릭 감독,,2010
195974,불꽃처럼 나비처럼,김용균 감독,,2010
195975,닌자 어쌔신,제임스 맥티그 감독,,2010
195976,뉴 문:트와일라잇 두번째 신화 ,크리스 웨이츠 감독,,2010
196016,(단테의) 신곡 ,로베르토 무싸피 글 ;조르지오 바킨 그림 ;김현주 옮김,,2010
196091,(마주 보는) 한국사 교실,이혜옥 지음 ;한창수 그림,,2009
196284,리틀 애쉬:달리가 사랑한 그림 ,폴 모리슨 감독,,2010
196285,(들어는 봤니?) 모건 부부,마크 로렌스 감독,,2010
196286,굿모닝 프레지던트=Good morning president ,장진 감독,,2010
196293,웃으면 천당간다,정해도 엮음,,1994
196294,백악관에서 그린까지,돈 반 나타 주니어 지음;정승구 옮김,,2003
196559,야구 ,나오미 마쉬 지음 ;김기현 옮김,,2010
196585,영혼(死後)세계와 귀신 이야기 ,이명수 지음,,2010
196845,"허브 루발린 :아트 디렉터, 그래픽 디자이너, 타이포그래픽 ",앨런 페콜릭 지음 ;김성학 옮김,,2010
197009,유씨삼대록 :삼대록계 국문장편소설,한길연 역주,,2010
197056,(알기쉬운) Solidworks 2007 ,이종신 저,,2010
197123,신사는 Y담을 좋아하고 숙녀는 X담을 사랑한다 ,이정빈 편저,,2010
197163,(금난새와 떠나는) 클래식 여행,금난새 지음,,2010
197216,전자기학 =Engineering electromagnetics ,허창수 저,,2010
197627,80년대 학생운동사,강신철...[등]지음,,1997
197640,(Never) 쪽 팔리지 않는 패턴 영어 :걷다편 ,JD KIM 지음,,2008
197714,지역사회개발 =Community development ,짐 아이프 저 ;류혜정 역,,2005
197929,이상 날개는 없다 :구미리내 문학평론집 ,구미리내 지음,,2010
197968,불교 喪場문화 연구 ,백성 저,,2008
198059,프란치스코 하비에르 :아시아 선교의 개척자 ,김상근 지음,,2010
198101,宗親府 :종친부 실측조사보고서 ,종로구청 [편],,2009
198144,깃털이 전해준 선물 ,니키 싱어 지음 ;최재경 옮김,,2009
198156,여름이 준 선물 ,유모토 가즈미 지음 ;이선희 옮김,,2010
198157,에스메이의 일기 ,에스메이 코델 지음 ;공경희 옮김,,2010
198184,오 해피데이 :오쿠타 히데오 장편소설 ,오쿠다 히데오 지음 ;김난주 옮김,,2010
198231,내가 귀찮나요? ,요시나가 미치코 지음 ;이기화 옮김,,2005
198265,(국역)조선왕조실록=Annals of the chosun dynasty,조선왕조실록 CD-ROM 간행위원회 주관;세종대왕기념사업회 민족문화추진회 국역;국사편찬위원회 분류,,1995
198802,과학적 사회주의 ,G. 그로서 외 편저 ;송주명 옮김,,2010
198877,물소리 바람소리 ,법정 [지음],,2010
199197,중국어 입문사전 =Chinese-Krean dictionary /금성어문연구소 편저,금성어문연구소,금성출판사(금성교과서),2010
199703,(방송 서설과 방송극의 세계) 환영의 꽃(外) ,[채만식 원저] ;방민호 편,,2010
199738,배스커빌의 개 :원서 완역본 ,아서 코난 도일 지음 ;정태원 번역,,2009
199739,공포의 계곡 :원서 완역본 ,아서 코난 도일 지음 ;정태원 번역,,2010
199763,김만덕 :제주의 기생에서 조선 최고의 상인이 되다,김영미 지음,,2010
199781,태양계와 우주 :천문학 개론 ,안홍배;이형목 지음,,2010
200302,김삿갓 시 모음집,[김립 저],,2001
200843,(한국 홍보전문가 서경덕의) 세계를 향한 무한도전 ,서경덕 [저],,2009
201495,우주물고기 :강경보 시집 ,강경보 지음,,2010
201528,희망 클럽 :꿈을 찾아가는 7가지 원리 ,문상식 지음,,2010
201922,세계명화 비밀,모니카 봄 두첸 지음;김현우 옮김,,2010
202249,"I don't know what I want, but I know it's not this:(a) step-by-step guide to finding gratifying work ",by Julie Jansen,,2010
202624,엘리아 隋筆集,찰스 램 [著],,1993
202842,남자는 스타일을 입는다 =Men's style :내 남자를 스타일리시하게 만드는 43가지 전략 ,함선희 지음,,2010
202877,시간에 대한 거의 모든 것들 ,스튜어트 매크리디 엮음 ;남경태 옮김,,2010
203052,"Temples of Korea :Korean Buddhism, 17 temples of Korea, Buddhism terms ",by Yoo Myeong-jong ;photo by Jeon Sung-young,,2009
203194,스탠 바이 미 :스티븐 킹의 사계 가을·겨울 ,스티븐 킹 지음 ;김진준 옮김,,2010
203518,강철의 열제 :이계정벌기,가우리 지음,,2009
203549,食品新素材學,生體機能調節 天然素材硏究會 編,한림원,1996
203563,나는 어떻게 크리스찬이 되었는가?,우찌무라 간조 지음,,1994
203907,(사진과 그림으로 보는 생생한) 세계사 따라잡기 ,이정은 엮음;양동석 그림,,2009
204026,생각이 커지는 진영이의 그림일기 ,안진영 글·그림,,2010
204081,시험불안 다루기 전략 및 시험 전략 :학생용 워크북 ,최정원;이영호 공저,,2009
204113,포로시대의 이스라엘 ,라이너 알베르츠 [저] ;배희숙 옮김,,2009
204170,(신나는 종이접기! 나는야~) 종이접기왕 시리즈,[종이나라 편집부 편],,2008
204227,자동차 접지 회로,한창평 ;최상수 지음,,2010
204368,프로포즈,앤 플레쳐 감독,,2009
204369,컴아웃 파이팅,디토 몬티엘 감독,,2010
204370,엘라의 계곡,폴 해기스 감독,,2010
204371,어글리 트루스,로버트 루케틱 감독,,2010
204375,마이 시스터즈 키퍼,닉 카사베츠 감독,,2010
204376,다락방의 외계인,존 슐츠 감독,,2010
204377,까칠한 그녀의 달콤한 연애비법,니샤 가나트라 감독,,2009
204383,청담보살:엣지있는 미녀보살 ,김진영 감독,,2010
204384,지.아이.조:전쟁의 서막 ,스티븐 소머즈 감독,,2009
204386,오펀:천사의 비밀 ,자움 콜렛-세라 감독,,2010
204389,스타 트렉:더 비기닝 ,J. J. 에이브람스 감독,,2009
204391,박물관이 살아있다,숀 레비 감독,,2010
204393,바스터즈:거친 녀석들 ,쿠엔틴 타란티노 감독,,2010
204394,바비 다이어리,에릭 포겔 감독,,2009
204395,문 프린세스:문에이커의 비밀 ,가버 추보 감독,,2009
204399,2012,롤랜드 에머리히 감독,,2010
204404,Barockstar:Georg Friedrich Handel ,울리히 메이지스 감독,,2009
204407,을 ,박솔뫼 지음,,2010
204509,이태원 살인사건:미스터리 현장살인극 ,홍기선 감독,,2010
204510,왼편 마지막집,데니스 일리아디스 감독,,2009
204514,퍼펙트 겟어웨이:완벽한 휴가 ,데이빗 토히 감독,,2009
204516,왓치맨,잭 스나이더 감독,,2009
204518,블러디 발렌타인,패트릭 루지어 감독,,2009
204551,영유아 교수 =Understanding teaching and learning for young children :학습의 이해와 실제 ,권혜진;임승렬 지음,,2010
204865,디자인은 초록이다 =Unigreen design :디자인 칼럼집 ,최명식 저,,2009
204938,우리 책읽기의 역사 :모던 경성에서 하이 서울까지 아는 것이 힘이다,윤금선 지음,,2009
205219,(한국사의) 천재들 ,김병기;신정일;이덕일 지음,,2010
205238,셜록 홈즈 대표 장편선 =Sherlock Holmes ,아서 코난  도일 지음 ;조미영 편역 ;그린이 원유성,,2010
205488,희중문학상 수상 작품집,한상훈;유형욱;김현철;심승보 엮음,,2009
205629,(문학시간에) 수필읽기,전국국어교사모임 엮음,,2009
205644,당시 30 :서정시의 황금시대를 보다 ,유병례 지음,,2003
205655,이탈리아 포도주 이야기 ,김종법 지음,,2003
205656,이기적 유전자 ,리처드 도킨스 지음 ;홍영남 옮김,,2010
205674,나물이네 밥상 ,나물이 글.요리.사진,,2009
205675,"나는 고백한다, 현대의학을 :불완전한 과학에 대한 한 외과의사의 노트 ",아툴 가완디 지음 ;김미화 옮김,,2009
205734,공업수학 =Engineering mathematics ,김낙석;오승훈;황신우 공저,,2009
205735,현대 무신론 비판 ,뷜럼 A. 뢰이뻔;헨리 J. 코렌 지음 ;류의근 옮김,,2005
205921,(2009 대한민국) 게임백서,한국콘텐츠진흥원 콘텐스산업2팀 편집,,2009
205922,(2009 대한민국) 게임백서,한국콘텐츠진흥원 콘텐스산업2팀 편집,,2009
205933,그치지 않는 비는 없다 :오성삼교수의 자전적 교육 에세이 ,오성삼 지음,,2009
205969,(유헌식의)청소년을 위한 철학강좌,유헌식 강의,,2003
206006,이창호 어린이 바둑교실,이창호 지음,,2009
206007,이창호 어린이 바둑교실,이창호 지음,,2009
206008,이창호 어린이 바둑교실,이창호 지음,,2009
206449,디자인이 만든 세상 ,헨리 페트로스키 지음 ;문은실 옮김,,2009
206549,성공하는 젊은 리더를 위한 삼국지의 지혜 ,진기환 지음,,2009
206596,u-컨버젼스 네트워크 컨설팅실무 =u-convergence network consulting business ,최병규 지음,,2010
206715,유혹자와 희생양 :한국 근대소설의 여성 표상 ,노지승 지음,,2009
206760,(회화를 삼켜버린) 롤러코스터 잉글리쉬 =Roller Coaster ,오영일 지음,,2009
206888,(유헌식의)청소년을 위한 철학강좌,유헌식 강의,,2003
206955,도서관 자원봉사 표준매뉴얼 ,문화체육관광부 [편],,2009
206966,한국민간단체총람 =Encyclopedia of Korean associations,시민운동 정보센터;한국민간단체총람 편찬위원회 엮음,,2009
206967,한국민간단체총람 =Encyclopedia of Korean associations,시민운동 정보센터;한국민간단체총람 편찬위원회 엮음,,2009
207014,京畿道指定文化財 :實測調査報告書,坡州市 [編],,2009
207015,京畿道指定文化財 :實測調査報告書,坡州市 [編],,2009
207016,京畿道指定文化財 :實測調査報告書,坡州市 [編],,2009
207037,풀꽃에게 말을 걸다 :미움을 모르는 바보 ,양채영 지음,,2010
207254,(일옹) 최희량 :임진왜란의 명장 :완역 逸翁文集 ,최희량 저 ;이영호;이라나 역,,2008
207317,생각주머니,강영심 저,,1998
207400,이스라엘에는 예수가없다 :유대인의 힘은 어디서 비롯되는가 ,김종철 지음,,2010
207937,내 남친은 발 사이즈가 크다 :우리 몸과 건강에 관한 진실과 오해 ,애런 E. 캐럴;레이첼 C. 브리먼 지음 ;김소정 옮김,,2010
208078,별난 치과의사의 키 처방전 :누구나 커질 수 있다 ,유준곤 지음,,2005
208221,울어라 사랑하는 조국이여,앨런 페이튼 [저],,1993
208458,예수라면 어떻게 하실까 ,찰스 M. 쉘돈 지음 ;최정선 옮김,,2009
208558,미인도:센세이션 조선멜로 ,전윤수 감독,,2009
208584,돈황의 전설 ,정병윤 지음,,2006
208643,퍼블릭 에너미=Public enemies ,마이클 만 감독,,2009
208644,동경심판,고군서 감독,,2007
208757,자립형 사립고등학교 제도도입 방안 연구,한국교육개발원 [편],,2000
209004,별밭에서 놀다 :수필가 108 라이프스토리 ,한국수필작가회 지음,,2009
209023,국외 3ㆍ1운동 ,김병기;반병률 저,,2009
209060,(2009) 한국 명수필 선집 ,서울문학 엮음,,2009
209070,景福宮 :咸和堂·緝敬堂 券域 補修 復元工事 報告書 ,文化財廳 [편],,2008
209092,암을 고친 사람들 :완결편 ,BRM연구소 지음,,2008
209100,타로의 지혜 ,조앤나 워터스 지음 ;이선화 옮김,,2009
209101,타로 마스터 따라잡기 =Tarot master ,최정안 지음,,2008
209103,서울YMCA 體育運動 100年史 ,김재우 책임집필,,2009
209106,브랜드의 미래 :러브마크 ,캐빈 로버츠 지음 ;양준희 옮김,,2008
209117,Francesco Vezzoli ,edited by Germano Celant,,2004
209140,뉴욕은 언제나 사랑중:내 약혼녀의 연애 스캔들 ,그리핀 던 감독,,2009
209146,코렐라인:비밀의 문 ,헨리 셀릭 감독,,2009
209148,샬롯의 거미줄,개리 위닉 감독,,2007
209150,나의 판타스틱 데뷔작,가스 제닝스 감독,,2009
209228,에덴의 동쪽,엘리아 카잔 감독,,2009
209230,프리즌 브레이크:어나더 프리즌 브레이크 ,브래드 터너 감독,,2009
